Date,IBOV,Dolar,IBOV_USD
2010-01-04,70045.0,1.718999981880188,40747.528061860125
2010-01-05,70240.0,1.7369999885559082,40437.53624799705
2010-01-06,70729.0,1.7315000295639038,40848.39664589196
2010-01-07,70451.0,1.7388999462127686,40514.69445003925
2010-01-08,70263.0,1.7319999933242798,40567.55211940972
2010-01-11,70433.0,1.7309999465942383,40689.19825132156
2010-01-12,70076.0,1.7373000383377075,40336.15291176214
2010-01-13,70385.0,1.74590003490448,40314.45019350769
2010-01-14,69801.0,1.7640999555587769,39567.48583324498
2010-01-15,68978.0,1.7644000053405762,39094.309562011935
2010-01-18,69401.0,1.7632999420166016,39358.59030349051
2010-01-19,69909.0,1.7741999626159668,39403.112091673574
2010-01-20,68200.0,1.7894999980926514,38111.20428761741
2010-01-21,66270.0,1.8007999658584595,36800.311670601586
2010-01-22,66220.0,1.8187999725341797,36408.62161864562
2010-01-26,65524.0,1.8336000442504883,35735.164931665306
2010-01-27,65070.0,1.8495999574661255,35180.58039379671
2010-01-28,65588.0,1.8680000305175781,35111.348462787304
2010-01-29,65402.0,1.8729000091552734,34920.17709450384
2010-02-01,66572.0,1.8624000549316406,35745.27385977957
2010-02-02,67163.0,1.830399990081787,36693.07275127278
2010-02-03,67109.0,1.850000023841858,36275.13466763967
2010-02-04,63934.0,1.8803999423980713,34000.21376221968
2010-02-05,62763.0,1.882699966430664,33336.69789084337
2010-02-08,63153.0,1.871500015258789,33744.589626021065
2010-02-09,64718.0,1.843000054359436,35115.5714005086
2010-02-10,65051.0,1.850600004196167,35151.302200637234
2010-02-11,66129.0,1.8515000343322754,35716.44546247538
2010-02-12,65855.0,1.8585000038146973,35434.4901075212
2010-02-17,67285.0,1.8329999446868896,36707.584304643024
2010-02-18,67836.0,1.819000005722046,37293.01802452317
2010-02-19,67597.0,1.8035000562667847,37481.00797951993
2010-02-22,67184.0,1.8079999685287476,37159.29268221763
2010-02-23,66108.0,1.819599986076355,36331.062049824584
2010-02-24,65795.0,1.818600058555603,36178.92768146985
2010-02-25,66121.0,1.8359999656677246,36013.61723117071
2010-02-26,66503.0,1.805999994277954,36823.36667259413
2010-03-01,67228.0,1.7979999780654907,37390.434271491
2010-03-02,67779.0,1.7324999570846558,39122.078891161604
2010-03-03,67641.0,1.7879999876022339,37830.537175063844
2010-03-04,67815.0,1.7884999513626099,37917.25012255862
2010-03-05,68847.0,1.777999997138977,38721.59736264532
2010-03-08,68575.0,1.7847000360488892,38423.82395633094
2010-03-09,69576.0,1.781000018119812,39065.69303320437
2010-03-10,69979.0,1.7680000066757202,39580.88220348931
2010-03-11,69885.0,1.7690000534057617,39505.36907302751
2010-03-12,69341.0,1.7610000371932983,39375.921939511405
2010-03-15,69024.0,1.7613999843597412,39187.010680648906
2010-03-16,69942.0,1.7661999464035034,39600.27297159772
2010-03-17,69723.0,1.7619999647140503,39570.375366786764
2010-03-18,69697.0,1.7710000276565552,39354.6013052441
2010-03-19,68829.0,1.7949999570846558,38344.84771341635
2010-03-22,69042.0,1.7990000247955322,38377.98724202189
2010-03-23,69387.0,1.7805999517440796,38968.32633969025
2010-03-24,68913.0,1.7933000326156616,38428.03699695765
2010-03-25,68442.0,1.7990000247955322,38044.46862516239
2010-03-26,68683.0,1.8229999542236328,37675.81005192634
2010-03-29,69939.0,1.808500051498413,38672.37932454179
2010-03-30,69960.0,1.7937999963760376,39001.00353514225
2010-03-31,70372.0,1.780500054359436,39523.72808284888
2010-04-01,71136.0,1.7654000520706177,40294.549621523685
2010-04-05,71290.0,1.7604999542236328,40494.178843326554
2010-04-06,71096.0,1.753000020980835,40556.759354868984
2010-04-07,70793.0,1.7769999504089355,39838.4929519602
2010-04-08,71785.0,1.7730000019073486,40487.87361690666
2010-04-09,71417.0,1.7710000276565552,40325.8040004106
2010-04-12,70614.0,1.7561999559402466,40208.405518490166
2010-04-13,70792.0,1.7135000228881836,41314.26848811872
2010-04-14,71035.0,1.746000051498413,40684.420334946684
2010-04-15,70524.0,1.75,40299.42857142857
2010-04-16,69421.0,1.7561999559402466,39529.097905501825
2010-04-19,69098.0,1.7603000402450562,39253.535431596465
2010-04-20,69318.0,1.752500057220459,39553.77902237638
2010-04-22,69386.0,1.7634999752044678,39345.62005987842
2010-04-23,69509.0,1.7627999782562256,39431.01932004719
2010-04-26,68872.0,1.74399995803833,39490.826638246006
2010-04-27,66511.0,1.7649999856948853,37683.28642439872
2010-04-28,66656.0,1.7581000328063965,37913.65608110435
2010-04-29,67978.0,1.7309999465942383,39270.942863832825
2010-04-30,67530.0,1.728700041770935,39064.03561535183
2010-05-03,67119.0,1.7309999465942383,38774.697903403976
2010-05-04,64869.0,1.7493000030517578,37082.833068560096
2010-05-05,64914.0,1.7798000574111938,36472.63619848433
2010-05-06,63414.0,1.8341000080108643,34574.99575978649
2010-05-07,62871.0,1.8494999408721924,33993.51284669472
2010-05-10,65453.0,1.774899959564209,36877.007995465094
2010-05-11,64425.0,1.7755000591278076,36285.55215686559
2010-05-12,65224.0,1.7734999656677246,36776.99535530755
2010-05-13,64788.0,1.7699999809265137,36603.39022494591
2010-05-14,63412.0,1.8025000095367432,35180.027553119064
2010-05-17,62866.0,1.8033000230789185,34861.642098059674
2010-05-18,60841.0,1.815999984741211,33502.75358546886
2010-05-19,59689.0,1.829699993133545,32622.28792916843
2010-05-20,58192.0,1.8847999572753906,30874.364027533502
2010-05-21,60259.0,1.8467999696731567,32628.872097428357
2010-05-24,59915.0,1.8622000217437744,32174.30958028626
2010-05-25,59184.0,1.868499994277954,31674.605395367165
2010-05-26,60190.0,1.8630000352859497,32308.104594727774
2010-05-27,62092.0,1.815999984741211,34191.630243239466
2010-05-28,61947.0,1.8142999410629272,34143.74800878166
2010-05-31,63047.0,1.8143999576568604,34748.12691321913
2010-06-01,61841.0,1.8339999914169312,33719.19317852462
2010-06-02,62943.0,1.8309999704360962,34376.29766045743
2010-06-04,61676.0,1.8388999700546265,33539.6166209997
2010-06-07,61183.0,1.8739999532699585,32648.346598537137
2010-06-08,61856.0,1.8600000143051147,33255.913722725985
2010-06-09,61479.0,1.8420000076293945,33376.2213601301
2010-06-10,63049.0,1.8122999668121338,34789.49465021746
2010-06-11,63605.0,1.8115999698638916,35109.84823254261
2010-06-14,63533.0,1.8016999959945679,35262.80742700937
2010-06-15,64442.0,1.784600019454956,36110.05227921132
2010-06-16,64751.0,1.7868000268936157,36238.526430162856
2010-06-17,64541.0,1.7854000329971313,36149.32161262243
2010-06-18,64438.0,1.7723000049591064,36358.404231616994
2010-06-21,64829.0,1.7635999917984009,36759.46943835702
2010-06-22,64811.0,1.7668999433517456,36680.62826299936
2010-06-23,65160.0,1.8011000156402588,36177.89097449804
2010-06-24,63937.0,1.778499960899353,35949.95861999811
2010-06-25,64824.0,1.7799999713897705,36417.978113441975
2010-06-28,64225.0,1.781999945640564,36040.96630705197
2010-06-29,61978.0,1.807800054550171,34283.65866236341
2010-06-30,60936.0,1.7908999919891357,34025.350534687845
2010-07-01,61236.0,1.7989000082015991,34040.80255756906
2010-07-02,61430.0,1.7745000123977661,34618.20206864561
2010-07-05,60865.0,1.7733999490737915,34321.07914054496
2010-07-06,62065.0,1.7669999599456787,35124.50560661473
2010-07-07,63284.0,1.7649999856948853,35854.95779768231
2010-07-08,63476.0,1.7683000564575195,35896.62272994725
2010-07-12,62960.0,1.7599999904632568,35772.72746656552
2010-07-13,63686.0,1.75600004196167,36267.65289188424
2010-07-14,63479.0,1.7660000324249268,35945.072952708746
2010-07-15,63489.0,1.7699999809265137,35869.49191195269
2010-07-16,62339.0,1.7826000452041626,34970.82823918602
2010-07-19,63297.0,1.7862999439239502,35434.69853162286
2010-07-20,64463.0,1.7736999988555908,36343.8011172082
2010-07-21,64477.0,1.771399974822998,36398.894047880225
2010-07-22,65748.0,1.760200023651123,37352.57306929309
2010-07-23,66323.0,1.7604999542236328,37672.82120109338
2010-07-26,66443.0,1.7655999660491943,37631.96719394858
2010-07-27,66674.0,1.760699987411499,37867.893722212764
2010-07-28,66808.0,1.7623000144958496,37909.54970803431
2010-07-29,66954.0,1.764799952507019,37938.5776302222
2010-07-30,67515.0,1.7584999799728394,38393.51763941606
2010-08-02,68517.0,1.742900013923645,39312.06578267987
2010-08-03,67997.0,1.7537000179290771,38773.45002271074
2010-08-04,68272.0,1.7537000179290771,38930.26133433104
2010-08-05,68412.0,1.7525999546051025,39034.57821064172
2010-08-06,68095.0,1.753499984741211,38833.76138725758
2010-08-09,67862.0,1.7074999809265137,39743.48507059843
2010-08-10,67223.0,1.7510000467300415,38391.20400112932
2010-08-11,65790.0,1.7599999904632568,37380.68202073294
2010-08-12,65966.0,1.7684999704360962,37300.53780195053
2010-08-13,66264.0,1.7663999795913696,37513.58738994618
2010-08-16,66702.0,1.722000002861023,38735.19157327394
2010-08-17,67584.0,1.7553999423980713,38500.62790116807
2010-08-18,67638.0,1.7477999925613403,38698.935969715196
2010-08-19,66887.0,1.7488000392913818,38247.368765558116
2010-08-20,66677.0,1.760599970817566,37871.748895370794
2010-08-23,65982.0,1.7128000259399414,38522.88591821497
2010-08-24,65156.0,1.761299967765808,36993.13075140162
2010-08-25,64803.0,1.7609000205993652,36801.06720536167
2010-08-26,63867.0,1.7648999691009521,36187.32002841732
2010-08-27,65585.0,1.7562999725341797,37342.70968834946
2010-08-30,64261.0,1.6992000341415405,37818.38436253655
2010-08-31,65145.0,1.7549999952316284,37119.658220513
2010-09-01,67073.0,1.750100016593933,38325.23819440807
2010-09-02,66808.0,1.7400000095367432,38395.40208840972
2010-09-03,66679.0,1.7395000457763672,38332.27838188419
2010-09-06,66747.0,1.6740000247955322,39872.759266029694
2010-09-08,66407.0,1.7300000190734863,38385.548709742056
2010-09-09,66624.0,1.7192000150680542,38752.907989802865
2010-09-10,66807.0,1.7231999635696411,38769.15123745015
2010-09-13,68031.0,1.6679999828338623,40785.971642768345
2010-09-14,67692.0,1.7165000438690186,39436.060745691066
2010-09-15,68107.0,1.7015000581741333,40027.62131732461
2010-09-16,67663.0,1.7211999893188477,39311.52708569162
2010-09-17,67089.0,1.7174999713897705,39062.00938432201
2010-09-20,68190.0,1.6655000448226929,40942.65876003589
2010-09-21,67719.0,1.7265000343322754,39223.283320808245
2010-09-22,68325.0,1.7244999408721924,39620.181120704234
2010-09-23,68794.0,1.674299955368042,41088.217066145604
2010-09-24,68196.0,1.7177000045776367,39701.926889595976
2010-09-27,68816.0,1.6643999814987183,41345.83078884335
2010-09-28,69228.0,1.7089999914169312,40507.899559790574
2010-09-29,69228.0,1.7089999914169312,40507.899559790574
2010-09-30,69430.0,1.7035000324249268,40757.26367974682
2010-10-01,70229.0,1.6960999965667725,41406.16717301857
2010-10-04,70385.0,1.6334999799728394,43088.460889464055
2010-10-05,71283.0,1.6974999904632568,41992.93101648059
2010-10-06,70541.0,1.6690000295639038,42265.42765156918
2010-10-07,69918.0,1.684000015258789,41519.00199909163
2010-10-08,70809.0,1.6778000593185425,42203.479256497274
